,Bus Name,Area Number,Zone Number,Volt (PU),Volt (KV),Angle (Deg),Gen MW,Gen MVAR,Load MW,Load MVAR,Shunt MW,Shunt MVAR,To Bus Name,MW,MVAR,Transformer Ratio,Transformer Angle (Deg),Percent,Rating,Load Flow Case
63,3004     WEST        500.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152     MID500      500.00    1  1,-137.5549,-114.0912,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
64,3004     WEST        500.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002     E. MINE     500.00    5  1,-55.7821,-19.1798,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
65,3004     WEST        500.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3005     WEST        230.00    5  1,193.3372,133.2711,1.000LK,0.0,29,800.0,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
66,3005     WEST        230.00,5,5,0.9949,228.8377,-5.1791,0.0,0.0,100.0,50.0,0.0,-0.0,,0.0,0.0,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
67,3005     WEST        230.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3003     S. MINE     230.00    5  1,-100.551,-43.2432,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
68,3005     WEST        230.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3003     S. MINE     230.00    5  2,-100.551,-43.2432,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
69,3005     WEST        230.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3004     WEST        500.00    5  1,-193.1238,-124.6001,1.000UN,0.0,29,800.0,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
70,3005     WEST        230.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3006     UPTOWN      230.00    5  1,-78.457,8.3885,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
71,3005     WEST        230.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3008     CATDOG      230.00    5  &1,236.8145,98.7403,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
72,3005     WEST        230.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3008     CATDOG      230.00    5  1,135.8686,53.9576,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
73,3006     UPTOWN      230.00,5,5,0.9944,228.7175,-3.7919,0.0,0.0,0.0,0.0,0.0,-0.0,,0.0,0.0,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
74,3006     UPTOWN      230.00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153     MID230      230.00    1  1,-78.6796,13.4063,,0.0,0,,"Load-MW = 3200, Gen-MW = 3258.64, Reactors-Mvar = 600, Capacitors-Mvar = 950, Load-Mvar = 1950"
